botid, date, time, press, dic, ph, alk, 
#, mmddyy, hhmmss, dbar, umol/kg,  , ueq/kg, 
0220200512, 121890, 074032,  106.2,  1992.4, -9.000,  2316,
0220200510, 121890, 073855,  116.6,  2010.3, -9.000,  2313,
0220200508, 121890, 073700,  128.0,  2018.1, -9.000,  2310,
0220200502, 121890, 072306,  512.0,  2200.9, -9.000,  2284,
0220200501, 121890, 071325, 1024.5,  2342.2, -9.000,  2383,
0220201101, 121990, 102106, 4685.7,  2328.7, -9.000,  2422,
0230200115, 020291, 230723, 2037.5,  2350.0, -9.000,  2421,
0230200110, 020291, 222209, 3010.3,  2335.2, -9.000,  2424,
0230200103, 020291, 214420, 4395.8,  2313.6, -9.000,  2426,
0230200322, 020391, 081529,    6.2,  1970.5, -9.000,  2307,
0230200321, 020391, 081410,   16.2,  1973.6, -9.000,  2309,
0230200319, 020391, 081252,   26.2,  1971.7, -9.000,  2306,
0230200318, 020391, 081152,   36.0,  1974.0, -9.000,  2310,
0230200317, 020391, 081055,   49.6,  1985.0, -9.000,  2319,
0230200316, 020391, 080922,   62.1,  1983.8, -9.000,  2319,
0230200315, 020391, 080754,   75.6,  1985.7, -9.000,    -9,
0230200313, 020391, 080536,   99.1,  1986.2, -9.000,  2322,
0230200311, 020391, 080314,  118.2,  1986.6, -9.000,  2322,
0230200308, 020391, 075909,  154.8,  2028.5, -9.000,  2315,
0230200306, 020391, 075620,  182.3,  2038.5, -9.000,  2310,
0230200417, 020391, 123436,  209.8,  2035.0, -9.000,  2292,
0230200415, 020391, 123056,  229.1,  2042.3, -9.000,  2273,
0230200413, 020391, 122758,  259.5,  2049.3, -9.000,  2271,
0230200411, 020391, 122234,  310.0,  2061.6, -9.000,  2269,
0230200407, 020391, 120813,  493.9,    -9.0, -9.000,  2276,
0230200405, 020391, 115818,  612.3,  2265.7, -9.000,  2307,
0230200401, 020391, 114047,  984.2,  2345.3, -9.000,  2372,
0240200122, 030691, 203200,    5.7,  1980.0, -9.000,  2315,
0240200121, 030691, 203000,   16.1,    -9.0, -9.000,  2314,
0240200119, 030691, 202800,   26.7,  1978.5, -9.000,  2312,
0240200118, 030691, 202700,   36.8,    -9.0, -9.000,  2315,
0240200117, 030691, 202600,   39.7,  1979.4, -9.000,  2316,
0240200116, 030691, 202100,   63.7,  1986.2, -9.000,  2317,
0240200115, 030691, 201900,   78.9,    -9.0, -9.000,  2306,
0240200113, 030691, 201700,   94.7,  1984.7, -9.000,  2314,
0240200111, 030691, 201500,  117.6,  1993.2, -9.000,    -9,
0240200108, 030691, 200900,  153.9,  2002.5, -9.000,  2314,
0240200106, 030691, 200100,  182.5,    -9.0, -9.000,  2313,
0240200104, 030691, 195200,  203.7,    -9.0, -9.000,  2292,
0240200212, 030791, 030957,  255.1,    -9.0, -9.000,  2278,
0240200210, 030791, 030620,  305.4,  2081.7, -9.000,  2259,
0240200206, 030791, 025401,  505.3,  2220.6, -9.000,  2289,
0240200203, 030791, 024249,  810.6,  2340.4, -9.000,  2347,
0240200201, 030791, 023522, 1058.4,  2352.2, -9.000,  2371,
0240200708, 030891, 220712, 1019.3,  2348.4, -9.000,    -9,
0240200701, 030891, 202619, 4543.2,  2328.5, -9.000,  2421,
0250200415, 041091, 045607,  230.6,    -9.0, -9.000,  2290,
0250200413, 041091, 045359,  257.3,  2045.8, -9.000,  2269,
0250200411, 041091, 045055,  308.5,  2066.9, -9.000,  2267,
0250200408, 041091, 044556,  411.2,  2132.9, -9.000,  2272,
0250200520, 041091, 074920,   17.4,  1967.5, -9.000,  2300,
0250200518, 041091, 074802,   27.2,  1966.8, -9.000,  2300,
0250200517, 041091, 074701,   37.9,  1978.9, -9.000,  2309,
0250200516, 041091, 074557,   48.7,  1978.5, -9.000,  2331,
0250200510, 041091, 073931,  119.6,  2010.5, -9.000,  2329,
0250200507, 041091, 073633,  157.1,  2024.1, -9.000,  2316,
0250200503, 041091, 073216,  209.7,  2031.3, -9.000,  2299,
0260200116, 050791, 205222, 2004.2,  2364.8, -9.000,  2415,
0260200111, 050791, 202423, 3006.0,  2340.2, -9.000,  2422,
0260200104, 050791, 195122, 4402.6,  2328.6, -9.000,  2418,
0260200315, 050891, 053552,  215.4,  2042.5, -9.000,  2290,
0260200313, 050891, 053358,  241.5,  2048.0, -9.000,  2278,
0260200311, 050891, 053135,  281.6,  2060.1, -9.000,  2267,
0260200308, 050891, 052735,  361.5,  2094.0, -9.000,  2257,
0260200307, 050891, 052547,  410.6,  2130.4, -9.000,  2260,
0260200303, 050891, 051235,  812.8,  2333.8, -9.000,  2359,
0260200301, 050891, 050609, 1029.3,  2345.2, -9.000,  2368,
0260200422, 050891, 113810,   10.6,  1964.6, -9.000,  2297,
0260200421, 050891, 113722,    9.6,  1964.7, -9.000,  2300,
0260200419, 050891, 113614,   27.5,  1965.1, -9.000,  2295,
0260200418, 050891, 113524,   26.4,  1967.7, -9.000,  2299,
0260200417, 050891, 113413,   36.7,  1975.0, -9.000,  2314,
0260200416, 050891, 113254,   46.0,  1989.6, -9.000,  2321,
0260200415, 050891, 113151,   64.3,  1995.7, -9.000,  2330,
0260200413, 050891, 113007,   86.9,  2002.8, -9.000,  2324,
0260200411, 050891, 112740,  104.6,  2002.4, -9.000,  2319,
0260200408, 050891, 112431,  140.5,  2010.8, -9.000,  2323,
0260200406, 050891, 112241,  165.4,  2016.4, -9.000,  2308,
0270200623, 060591, 070845,    6.5,  1964.7, -9.000,  2304,
0270200619, 060591, 070603,   27.8,  1967.6, -9.000,  2306,
0270200618, 060591, 070512,   37.9,  1967.0, -9.000,  2306,
0280200117, 070991, 165304, 2007.5,  2353.1, -9.000,    -9,
0280200116, 070991, 164744, 2204.9,    -9.0, -9.000,  2415,
0280200111, 070991, 161829, 3203.6,  2343.1, -9.000,  2427,
0280200104, 070991, 153507, 4503.5,  2310.7, -9.000,  2421,
0280200414, 071091, 035312,  230.5,  2038.7, -9.000,  2316,
0280200412, 071091, 035101,  253.7,  2043.6, -9.000,  2301,
0280200410, 071091, 034656,  309.2,  2059.2, -9.000,    -9,
0280200407, 071091, 034108,  413.1,  2124.9, -9.000,  2263,
0280200406, 071091, 033828,  510.3,  2196.3, -9.000,  2274,
0280200405, 071091, 033515,  613.8,  2264.2, -9.000,  2299,
0280200403, 071091, 032933,  798.3,  2322.7, -9.000,  2355,
0280200401, 071091, 032234, 1028.9,  2340.5, -9.000,  2364,
0280200521, 071091, 070401,    3.3,    -9.0, -9.000,  2300,
0280200520, 071091, 070313,   13.3,  1956.2, -9.000,  2302,
0280200519, 071091, 070224,   23.3,    -9.0, -9.000,  2298,
0280200518, 071091, 070208,   23.3,  1954.4, -9.000,    -9,
0280200515, 071091, 065939,   58.9,  1964.5, -9.000,    -9,
0280200514, 071091, 065843,   73.9,  1973.1, -9.000,  2316,
0280200512, 071091, 065656,   94.5,  1966.3, -9.000,  2324,
0280200510, 071091, 065511,  115.1,  1998.8, -9.000,    -9,
0280200507, 071091, 065155,  150.6,  2007.5, -9.000,  2330,
0280200505, 071091, 064937,  180.0,  2018.0, -9.000,  2327,
0280200503, 071091, 064624,  205.8,  2040.9, -9.000,  2316,
0290200116, 080991, 063627, 2002.7,  2354.2, -9.000,  2424,
0290200111, 080991, 061159, 3001.2,  2339.6, -9.000,  2433,
0290200104, 080991, 053340, 4400.2,  2319.7, -9.000,    -9,
0290200514, 081091, 065251,  229.3,  2040.2, -9.000,  2302,
0290200512, 081091, 065059,  257.7,  2043.7, -9.000,  2289,
0290200510, 081091, 064822,  310.2,  2057.7, -9.000,  2267,
0290200507, 081091, 064349,  415.4,  2099.3, -9.000,  2259,
0290200506, 081091, 064101,  515.1,  2194.7, -9.000,  2298,
0290200505, 081091, 063826,  611.6,  2250.3, -9.000,  2308,
0290200503, 081091, 063222,  808.7,  2321.5, -9.000,  2335,
0290200502, 081091, 062928,  909.9,  2337.4, -9.000,  2347,
0290200622, 081091, 100526,    7.0,  1960.6, -9.000,  2301,
0290200621, 081091, 100418,   18.4,  1958.5, -9.000,  2302,
0290200619, 081091, 100209,   26.2,  1961.2, -9.000,  2302,
0290200618, 081091, 100104,   34.8,  1960.7, -9.000,  2299,
0290200617, 081091, 100003,   42.2,  1961.4, -9.000,  2298,
0290200616, 081091, 095848,   59.1,  1970.5, -9.000,  2311,
0290200615, 081091, 095735,   75.7,  1974.2, -9.000,    -9,
0290200613, 081091, 095545,   98.2,  1981.4, -9.000,  2312,
0290200611, 081091, 095321,  117.7,  1986.2, -9.000,  2315,
0290200608, 081091, 095016,  153.1,  2010.8, -9.000,  2314,
0290200606, 081091, 094757,  181.1,  2025.1, -9.000,  2320,
0290200603, 081091, 094408,  208.6,  2036.8, -9.000,  2316,
0290200601, 081091, 092447, 1048.7,    -9.0, -9.000,  2376,
0300200114, 091791, 143644, 2193.8,  2359.2, -9.000,  2414,
0300200109, 091791, 140443, 3191.9,  2337.3, -9.000,  2417,
0300200102, 091791, 130042, 4727.0,  2323.7, -9.000,  2413,
0300200414, 091891, 024538,  230.6,  2040.2, -9.000,    -9,
0300200412, 091891, 024330,  256.5,  2041.9, -9.000,    -9,
0300200410, 091891, 024051,  305.7,  2057.4, -9.000,    -9,
0300200407, 091891, 023555,  409.7,  2108.3, -9.000,  2251,
0300200406, 091891, 023308,  505.8,  2190.1, -9.000,  2272,
0300200405, 091891, 023010,  604.1,  2245.5, -9.000,  2300,
0300200403, 091891, 022444,  802.3,  2325.3, -9.000,    -9,
0300200402, 091891, 022144,  904.4,  2330.9, -9.000,    -9,
0300200401, 091891, 021840,  996.8,  2338.2, -9.000,  2375,
0300200513, 091891, 055406,  121.8,  1990.2, -9.000,  2312,
0300200508, 091891, 055000,  158.7,  2014.6, -9.000,    -9,
0300200506, 091891, 054755,  176.2,  2022.4, -9.000,  2310,
0300200504, 091891, 054513,  199.9,  2037.2, -9.000,  2310,
0300200615, 091891, 082714,   11.3,  1962.5, -9.000,  2305,
0300200614, 091891, 082658,   11.3,  1961.8, -9.000,  2306,
0300200612, 091891, 082414,   31.1,  1960.7, -9.000,  2301,
0300200611, 091891, 082254,   41.1,  1960.9, -9.000,    -9,
0300200610, 091891, 082113,   50.8,  1960.4, -9.000,  2305,
0300200608, 091891, 081922,   67.7,  1965.4, -9.000,    -9,
0300200607, 091891, 081804,   83.3,  1973.7, -9.000,    -9,
0300200605, 091891, 081542,  105.4,  1987.4, -9.000,    -9,
0310200116, 102091, 215808, 2002.2,  2362.1, -9.000,  2413,
0310200111, 102091, 213403, 2997.3,  2350.1, -9.000,    -9,
0310200104, 102091, 205912, 4398.4,  2327.3, -9.000,    -9,
0310200314, 102191, 050043,  224.7,  2044.0, -9.000,  2282,
0310200312, 102191, 045806,  249.1,  2062.0, -9.000,  2268,
0310200310, 102191, 045451,  300.1,  2069.2, -9.000,    -9,
0310200307, 102191, 044913,  399.8,  2113.4, -9.000,  2273,
0310200306, 102191, 044502,  506.9,  2189.2, -9.000,  2277,
0310200305, 102191, 043944,  604.0,  2238.7, -9.000,  2295,
0310200303, 102191, 043113,  807.3,  2331.3, -9.000,  2343,
0310200302, 102191, 042632,  907.0,  2341.4, -9.000,  2357,
0310200301, 102191, 042053, 1033.2,  2345.1, -9.000,  2368,
0310200415, 102191, 075327,  114.6,  2007.0, -9.000,  2314,
0310200410, 102191, 074916,  150.5,  2015.0, -9.000,  2313,
0310200408, 102191, 074716,  175.0,  2030.0, -9.000,  2306,
0310200406, 102191, 074503,  199.6,  2032.0, -9.000,  2296,
0310200517, 102191, 104221,    6.6,  1944.7, -9.000,  2288,
0310200516, 102191, 104112,   16.8,  1944.4, -9.000,    -9,
0310200514, 102191, 104001,   27.1,  1943.2, -9.000,  2291,
0310200513, 102191, 103902,   35.9,  1947.0, -9.000,  2290,
0310200512, 102191, 103810,   46.5,  1957.0, -9.000,  2298,
0310200511, 102191, 103710,   61.3,  1963.0, -9.000,  2309,
0310200510, 102191, 103606,   76.8,  1971.0, -9.000,  2307,
0310200508, 102191, 103421,   97.4,  1987.0, -9.000,  2312,
0320200113, 120591, 173132, 1997.4,  2365.4, -9.000,  2421,
0320200108, 120591, 165800, 3083.9,  2340.9, -9.000,  2421,
0320200102, 120591, 161327, 4399.0,  2326.7, -9.000,    -9,
0320200415, 120691, 040918,  224.4,  2050.3, -9.000,  2280,
0320200413, 120691, 040644,  249.0,  2058.6, -9.000,    -9,
0320200411, 120691, 040324,  304.7,  2078.7, -9.000,  2268,
0320200407, 120691, 035737,  398.2,  2134.3, -9.000,  2264,
0320200406, 120691, 035409,  498.4,  2201.6, -9.000,  2273,
0320200404, 120691, 034714,  700.8,  2312.8, -9.000,    -9,
0320200403, 120691, 034358,  797.1,  2326.1, -9.000,  2329,
0320200402, 120691, 034026,  901.6,  2356.6, -9.000,    -9,
0320200512, 120691, 064650,   99.2,  2000.5, -9.000,  2316,
0320200510, 120691, 064511,  115.8,    -9.0, -9.000,  2314,
0320200507, 120691, 064145,  153.7,  2043.7, -9.000,  2306,
0320200505, 120691, 063938,  178.0,  2049.3, -9.000,  2301,
0320200503, 120691, 063728,  201.7,  2045.8, -9.000,  2302,
0320200612, 120691, 090247,    6.6,  1954.0, -9.000,  2300,
0320200609, 120691, 090013,   24.3,  1957.5, -9.000,  2295,
0320200608, 120691, 085852,   35.7,  1958.3, -9.000,  2294,
0320200607, 120691, 085751,   45.7,  1959.4, -9.000,    -9,
0320200606, 120691, 085700,   61.1,  1969.8, -9.000,    -9,
0320200605, 120691, 085605,   75.4,  1982.9, -9.000,  2305,
0330200116, -00009, -00009, 1993.8,  2367.9, -9.000,  2418,
0330200104, -00009, -00009, 4396.4,  2331.4, -9.000,  2418,
0330200313, -00009, -00009,  276.9,    -9.0, -9.000,  2266,
0330200311, -00009, -00009,  327.4,  2107.7, -9.000,  2257,
0330200308, -00009, -00009,  463.6,  2191.8, -9.000,  2279,
0330200306, -00009, -00009,  603.5,  2299.0, -9.000,  2311,
0330200305, -00009, -00009,  700.6,  2317.8, -9.000,  2330,
0330200303, -00009, -00009,  895.3,  2338.6, -9.000,  2363,
0330200301, -00009, -00009, 1026.2,  2346.5, -9.000,  2370,
0330200411, -00009, -00009,  115.5,  2000.8, -9.000,  2313,
0330200407, -00009, -00009,  152.1,  2029.5, -9.000,  2317,
0330200405, -00009, -00009,  177.5,  2054.3, -9.000,  2296,
0330200403, -00009, -00009,  198.0,  2053.2, -9.000,  2295,
0330200513, -00009, -00009,    5.8,  1967.1, -9.000,  2307,
0330200512, -00009, -00009,   16.0,  1969.4, -9.000,    -9,
0330200510, -00009, -00009,   26.3,  1967.4, -9.000,  2305,
0330200509, -00009, -00009,   36.4,  1966.2, -9.000,  2306,
0330200508, -00009, -00009,   46.7,  1967.7, -9.000,  2306,
0330200507, -00009, -00009,   62.0,  1967.5, -9.000,  2307,
0330200506, -00009, -00009,   77.4,  1971.5, -9.000,  2310,
0330200504, -00009, -00009,   96.7,    -9.0, -9.000,  2319,
0340201007, 021592, 063421,  402.1,    -9.0, -9.000,  2275,
0340201002, 021592, 061736,  903.0,  2359.3, -9.000,    -9,
0340201001, 021592, 061332, 1005.5,  2343.7, -9.000,  2353,
0340201110, 021592, 094129,  118.3,  2006.8, -9.000,  2321,
0340201107, 021592, 093826,  153.1,  2010.3, -9.000,  2334,
0340201105, 021592, 093608,  177.0,    -9.0, -9.000,  2324,
0340201103, 021592, 093323,  204.8,  2033.5, -9.000,  2327,
0340201218, 021592, 130358,    5.7,  1974.7, -9.000,  2307,
0340201215, 021592, 130132,   31.3,  1978.7, -9.000,  2317,
0340201213, 021592, 125951,   37.6,  1978.8, -9.000,  2311,
0340201212, 021592, 125848,   47.8,  1979.5, -9.000,  2312,
0340201211, 021592, 125659,   63.9,  1982.4, -9.000,  2313,
0340201210, 021592, 125447,   77.3,  1982.2, -9.000,  2314,
0340201208, 021592, 125117,   91.8,  1978.9, -9.000,  2315,
0350200116, -00009, -00009,  226.9,    -9.0, -9.000,  2301,
0350200114, -00009, -00009,  252.6,  2043.6, -9.000,  2283,
0350200108, -00009, -00009,  503.1,  2185.5, -9.000,  2270,
0350200102, -00009, -00009, 1043.7,    -9.0, -9.000,  2366,
0350200211, -00009, -00009,  121.2,  1995.1, -9.000,  2315,
0350200208, -00009, -00009,  136.8,  1996.8, -9.000,    -9,
0350200207, -00009, -00009,  152.8,  2016.6, -9.000,  2314,
0350200205, -00009, -00009,  178.0,    -9.0, -9.000,  2312,
0350200203, -00009, -00009,  203.4,  2034.8, -9.000,  2308,
0350200311, -00009, -00009,    7.2,  1958.6, -9.000,  2291,
0350200309, -00009, -00009,   26.4,  1963.2, -9.000,  2297,
0350200308, -00009, -00009,   37.2,  1973.4, -9.000,  2301,
0350200307, -00009, -00009,   47.3,  1967.9, -9.000,  2304,
0350200306, -00009, -00009,   61.3,    -9.0, -9.000,  2306,
0350200305, -00009, -00009,   78.2,    -9.0, -9.000,  2313,
0350200303, -00009, -00009,   99.1,  1984.3, -9.000,  2308,
0350200604, -00009, -00009, 4389.1,  2320.6, -9.000,    -9,
0360200104, 041692, 181817, 4397.6,  2327.7,  7.585,    -9,
0360200220, -00009, -00009,   24.7,    -9.0,  8.075,    -9,
0360200218, -00009, -00009,   44.9,    -9.0,  8.075,    -9,
0360200215, -00009, -00009,   80.3,    -9.0,  8.059,    -9,
0360200213, -00009, -00009,  124.9,    -9.0,  8.002,    -9,
0360200211, -00009, -00009,  288.1,    -9.0,  7.828,    -9,
0360200209, -00009, -00009,  388.8,    -9.0,  7.714,    -9,
0360200207, -00009, -00009,  537.5,    -9.0,  7.503,    -9,
0360200205, -00009, -00009,  618.9,    -9.0,  7.380,    -9,
0360200203, -00009, -00009,  780.0,    -9.0,  7.372,    -9,
0360200201, -00009, -00009, 1023.6,    -9.0,  7.401,    -9,
0360200413, -00009, -00009,  229.0,  2056.5,  7.915,  2290,
0360200411, -00009, -00009,  253.9,  2066.2,  7.882,  2270,
0360200407, -00009, -00009,  402.1,    -9.0,  7.675,    -9,
0360200406, -00009, -00009,  505.2,  2237.1,  7.479,    -9,
0360200405, -00009, -00009,  609.1,    -9.0,  7.383,    -9,
0360200404, -00009, -00009,  704.6,    -9.0,  7.368,    -9,
0360200403, -00009, -00009,  804.5,    -9.0,  7.371,    -9,
0360200402, -00009, -00009,  903.3,    -9.0,  7.389,    -9,
0360200401, -00009, -00009, 1043.7,  2345.7,  7.402,    -9,
0360200521, -00009, -00009,    8.2,  1978.4, -9.000,    -9,
0360200518, -00009, -00009,   29.5,  1976.6,  8.074,  2306,
0360200516, -00009, -00009,   48.7,  1977.7, -9.000,    -9,
0360200514, -00009, -00009,   78.5,  1989.1,  8.065,  2318,
0360200512, -00009, -00009,   99.2,  1997.8,  8.058,  2324,
0360200510, -00009, -00009,  119.6,  2008.7,  8.038,  2318,
0360200507, -00009, -00009,  154.0,  2040.8,  7.974,  2307,
0360200505, -00009, -00009,  182.0,  2047.4,  7.954,  2300,
0360200503, -00009, -00009,  203.1,  2055.3,  7.928,  2289,
0360201304, -00009, -00009,    8.6,    -9.0,  8.099,    -9,
0360201720, -00009, -00009,  105.3,    -9.0,  8.071,    -9,
0360201717, -00009, -00009,  305.3,    -9.0,  7.796,    -9,
0360201715, -00009, -00009,  411.2,    -9.0,  7.692,    -9,
0360201713, -00009, -00009,  508.1,    -9.0,  7.483,    -9,
0360201710, -00009, -00009,  774.3,    -9.0,  7.357,    -9,
0360201708, -00009, -00009, 1029.1,    -9.0,  7.391,    -9,
0360201706, -00009, -00009, 2492.2,    -9.0,  7.505,    -9,
0360201704, -00009, -00009, 3499.4,    -9.0,  7.558,    -9,
0360201702, -00009, -00009, 4729.1,    -9.0,  7.580,    -9,
0360201818, -00009, -00009,    6.9,    -9.0,  8.095,    -9,
0360201915, -00009, -00009,    8.9,    -9.0,  8.093,    -9,
0360201911, -00009, -00009,   55.8,    -9.0,  8.092,    -9,
0360201909, -00009, -00009,   89.6,    -9.0,  8.081,    -9,
0360201906, -00009, -00009,  155.4,    -9.0,  7.993,    -9,
0360201905, -00009, -00009,  180.5,    -9.0,  7.944,    -9,
0360201904, -00009, -00009,  204.1,    -9.0,  7.924,    -9,
0360201903, -00009, -00009,  249.6,    -9.0,  7.884,    -9,
0360201902, -00009, -00009,  498.4,    -9.0,  7.498,    -9,
0360201901, -00009, -00009, 1038.6,    -9.0,  7.388,    -9,
0370200120, 060892, 203927, 1199.1,    -9.0,  7.401,    -9,
0370200111, 060892, 194706, 3005.2,  2346.1,  7.536,  2422,
0370200106, 060892, 192022, 3989.8,  2330.8,  7.572,  2412,
0370200104, 060892, 191034, 4401.0,    -9.0,  7.578,    -9,
0370200314, 060992, 040354,  226.7,    -9.0,  7.868,    -9,
0370200312, 060992, 040058,  253.0,    -9.0,  7.796,  2266,
0370200311, 060992, 035839,  282.0,  2073.8, -9.000,  2272,
0370200306, 060992, 034400,  503.5,  2234.4,  7.473,  2290,
0370200301, 060992, 032518, 1035.2,  2345.9,  7.387,  2375,
0370200422, 060992, 071743,    4.7,  1957.2,  8.098,  2306,
0370200419, 060992, 071419,   24.7,  1956.8,  8.099,    -9,
0370200418, 060992, 071302,   34.6,  1965.5, -9.000,  2301,
0370200417, 060992, 071144,   44.8,    -9.0,  8.092,  2304,
0370200416, 060992, 071021,   59.6,  1974.2, -9.000,  2306,
0370200415, 060992, 070851,   74.9,  1985.0,  8.084,  2312,
0370200413, 060992, 070602,   94.9,  1998.8,  8.059,  2313,
0370200411, 060992, 070317,  113.4,  2010.5,  8.041,  2312,
0370200410, 060992, 070139,  124.5,  2016.1, -9.000,  2313,
0370200408, 060992, 065839,  148.3,  2034.4,  7.996,  2320,
0370200406, 060992, 065523,  175.1,    -9.0,  7.949,  2301,
0370200404, 060992, 065146,  202.8,  2064.3,  7.891,  2284,
0380200111, 070492, 151730, 2999.9,  2345.9,  7.535,    -9,
0380200109, 070492, 150750, 3409.6,    -9.0,  7.560,    -9,
0380200106, 070492, 145348, 3997.3,  2332.0,  7.579,  2422,
0380200104, 070492, 144401, 4393.3,    -9.0,  7.584,    -9,
0380200318, 070492, 234736,   25.5,    -9.0,  8.098,    -9,
0380200302, 070492, 230920, 1000.3,    -9.0,  7.387,    -9,
0380200516, 070592, 053945,  212.8,    -9.0,  7.966,    -9,
0380200515, 070592, 053833,  228.4,  2041.3,  7.968,  2303,
0380200513, 070592, 053617,  253.9,    -9.0,  7.955,  2294,
0380200511, 070592, 053335,  304.5,    -9.0,  7.870,    -9,
0380200508, 070592, 052901,  401.9,    -9.0,  7.747,    -9,
0380200506, 070592, 052539,  504.0,  2219.6,  7.512,  2284,
0380200505, 070592, 052247,  596.4,    -9.0,  7.413,    -9,
0380200503, 070592, 051645,  806.0,    -9.0,  7.362,    -9,
0380200501, 070592, 051047, 1026.3,  2341.6,  7.393,  2383,
0380200622, 070592, 083712,    8.6,  1976.8,  8.098,  2311,
0380200621, 070592, 083656,    8.7,  1977.0, -9.000,  2317,
0380200619, 070592, 083518,   28.5,  1975.0,  8.099,    -9,
0380200618, 070592, 083455,   28.4,  1975.7, -9.000,  2317,
0380200617, 070592, 083414,   38.4,    -9.0, -9.000,  2313,
0380200616, 070592, 083332,   48.5,  1980.8,  8.093,  2313,
0380200615, 070592, 083238,   63.5,  1977.6, -9.000,  2322,
0380200614, 070592, 083151,   78.1,  1982.9,  8.093,  2318,
